Company,Day,Stock Exchange,Total Messages,Negative Messages,Neutral Messages,Positive Messages
Scotiabank,2018-02-05,GERMAN STOCK EXCHANGE,120,10,13,97
First Solar Inc,2018-02-06,GERMAN STOCK EXCHANGE,119,8,57,54
Micron Technology,2018-02-06,GERMAN STOCK EXCHANGE,119,13,41,65
AbbVie Inc,2018-02-07,GERMAN STOCK EXCHANGE,118,31,39,48
MasterCard Inc,2018-02-07,GERMAN STOCK EXCHANGE,118,22,33,63
Royal Bank of Scotland,2018-02-03,GERMAN STOCK EXCHANGE,118,50,38,30
Xilinx Inc,2018-02-05,GERMAN STOCK EXCHANGE,118,1,15,102
Bristol-Myers Squibb Co,2018-02-06,GERMAN STOCK EXCHANGE,117,35,27,55
Amgen Inc,2018-02-03,GERMAN STOCK EXCHANGE,116,17,42,57
Roche Holding AG,2018-02-02,GERMAN STOCK EXCHANGE,116,23,38,55
Novo Nordisk A/S,2018-02-08,GERMAN STOCK EXCHANGE,115,5,32,78
Shire Plc,2018-02-07,GERMAN STOCK EXCHANGE,115,12,25,78
Snap Inc,2018-02-02,GERMAN STOCK EXCHANGE,115,14,70,31
SAP SE,2018-02-04,GERMAN STOCK EXCHANGE,114,12,58,44
AbbVie Inc,2018-02-02,GERMAN STOCK EXCHANGE,113,12,49,52
Array BioPharma,2018-02-07,GERMAN STOCK EXCHANGE,113,7,56,50
Johnson & Johnson,2018-02-02,GERMAN STOCK EXCHANGE,113,21,49,43
Nvidia Corp,2018-02-04,GERMAN STOCK EXCHANGE,113,2,47,64
Advanced Micro Devices,2018-02-02,GERMAN STOCK EXCHANGE,112,27,28,57
AstraZeneca Plc,2018-02-07,GERMAN STOCK EXCHANGE,112,21,54,37
Berkshire Hathaway Inc,2018-02-03,GERMAN STOCK EXCHANGE,112,19,42,51
Berkshire Hathaway Inc,2018-02-08,GERMAN STOCK EXCHANGE,112,14,36,62
JinkoSolar,2018-02-02,GERMAN STOCK EXCHANGE,112,0,14,98
SoftBank Group Corp,2018-02-02,GERMAN STOCK EXCHANGE,112,9,78,25
SunPower Corp,2018-02-07,GERMAN STOCK EXCHANGE,112,1,24,87
SAP SE,2018-02-03,GERMAN STOCK EXCHANGE,111,7,70,34
Telecom Italia,2018-02-07,GERMAN STOCK EXCHANGE,111,0,26,85
AstraZeneca Plc,2018-02-06,GERMAN STOCK EXCHANGE,110,11,42,57
Berkshire Hathaway Inc,2018-02-07,GERMAN STOCK EXCHANGE,110,34,35,41
Deutsche Telekom AG,2018-02-02,GERMAN STOCK EXCHANGE,110,1,20,89
JinkoSolar,2018-02-07,GERMAN STOCK EXCHANGE,110,0,62,48
Symantec Corp,2018-02-07,GERMAN STOCK EXCHANGE,110,7,66,37
NXP Semiconductors NV,2018-02-08,GERMAN STOCK EXCHANGE,109,26,46,37
Sanofi,2018-02-03,GERMAN STOCK EXCHANGE,108,49,23,36
AbbVie Inc,2018-02-06,GERMAN STOCK EXCHANGE,107,11,40,56
Amgen Inc,2018-02-08,GERMAN STOCK EXCHANGE,106,7,49,50
Diebold Nixdorf Inc,2018-02-04,GERMAN STOCK EXCHANGE,106,5,6,95
Royal Bank of Scotland,2018-02-02,GERMAN STOCK EXCHANGE,106,38,52,16
MasterCard Inc,2018-02-06,GERMAN STOCK EXCHANGE,105,32,37,36
UBS Group AG,2018-02-07,GERMAN STOCK EXCHANGE,105,9,18,78
Johnson & Johnson,2018-02-03,GERMAN STOCK EXCHANGE,104,11,27,66
Novo Nordisk A/S,2018-02-07,GERMAN STOCK EXCHANGE,104,35,24,45
Symantec Corp,2018-02-05,GERMAN STOCK EXCHANGE,104,12,51,41
JinkoSolar,2018-02-06,GERMAN STOCK EXCHANGE,103,0,58,45
Alnylam Pharmaceuticals,2018-02-08,GERMAN STOCK EXCHANGE,102,14,74,14
AstraZeneca Plc,2018-02-08,GERMAN STOCK EXCHANGE,102,12,48,42
Advanced Micro Devices,2018-02-05,GERMAN STOCK EXCHANGE,100,25,19,56
Berkshire Hathaway Inc,2018-02-04,GERMAN STOCK EXCHANGE,100,8,54,38
Electronic Arts Inc,2018-02-05,GERMAN STOCK EXCHANGE,100,6,59,35
Morgan Stanley,2018-02-04,GERMAN STOCK EXCHANGE,100,10,42,48
Teva Pharmaceutical,2018-02-04,GERMAN STOCK EXCHANGE,100,54,32,14
Baidu Inc,2018-02-08,GERMAN STOCK EXCHANGE,99,15,55,29
Roche Holding AG,2018-02-07,GERMAN STOCK EXCHANGE,99,15,19,65
UBS Group AG,2018-02-08,GERMAN STOCK EXCHANGE,99,10,27,62
ZTE Corp,2018-02-07,GERMAN STOCK EXCHANGE,99,64,16,19
Gilead Sciences,2018-02-02,GERMAN STOCK EXCHANGE,98,13,55,30
SoftBank Group Corp,2018-02-06,GERMAN STOCK EXCHANGE,98,2,28,68
SunPower Corp,2018-02-06,GERMAN STOCK EXCHANGE,98,7,56,35
Baidu Inc,2018-02-02,GERMAN STOCK EXCHANGE,97,15,38,44
Bayer AG,2018-02-07,GERMAN STOCK EXCHANGE,97,4,10,83
China Construction Bank,2018-02-05,GERMAN STOCK EXCHANGE,97,84,7,6
Nokia Oyj,2018-02-03,GERMAN STOCK EXCHANGE,97,4,48,45
Roche Holding AG,2018-02-08,GERMAN STOCK EXCHANGE,97,10,17,70
HP Inc,2018-02-05,GERMAN STOCK EXCHANGE,96,4,19,73
Novo Nordisk A/S,2018-02-05,GERMAN STOCK EXCHANGE,96,2,25,69
Advanced Micro Devices,2018-02-07,GERMAN STOCK EXCHANGE,95,22,18,55
Allianz SE,2018-02-07,GERMAN STOCK EXCHANGE,95,14,32,49
AstraZeneca Plc,2018-02-03,GERMAN STOCK EXCHANGE,95,18,37,40
Electronic Arts Inc,2018-02-03,GERMAN STOCK EXCHANGE,95,6,49,40
CTI BioPharma Corp,2018-02-05,GERMAN STOCK EXCHANGE,94,5,76,13
Commonwealth Bank,2018-02-08,GERMAN STOCK EXCHANGE,94,26,45,23
First Solar Inc,2018-02-07,GERMAN STOCK EXCHANGE,93,2,54,37
LM Ericsson Telephone Co,2018-02-07,GERMAN STOCK EXCHANGE,92,6,31,55
Nokia Oyj,2018-02-08,GERMAN STOCK EXCHANGE,92,11,33,48
Swisscom AG,2018-02-06,GERMAN STOCK EXCHANGE,92,7,27,58
Celgene,2018-02-07,GERMAN STOCK EXCHANGE,90,7,52,31
China Unicom (Hong Kong),2018-02-05,GERMAN STOCK EXCHANGE,90,1,80,9
Credit Suisse Group AG,2018-02-03,GERMAN STOCK EXCHANGE,90,39,31,20
LinkedIn Corp,2018-02-07,GERMAN STOCK EXCHANGE,90,3,74,13
Micron Technology,2018-02-07,GERMAN STOCK EXCHANGE,90,4,45,41
Yingli Green Ener,2018-02-06,GERMAN STOCK EXCHANGE,90,11,49,30
AbbVie Inc,2018-02-08,GERMAN STOCK EXCHANGE,89,9,37,43
Lloyds Banking Group Plc,2018-02-07,GERMAN STOCK EXCHANGE,89,47,19,23
Advanced Micro Devices,2018-02-06,GERMAN STOCK EXCHANGE,88,8,35,45
Baidu Inc,2018-02-06,GERMAN STOCK EXCHANGE,88,19,41,28
Infineon Technologies AG,2018-02-03,GERMAN STOCK EXCHANGE,88,75,9,4
Lenovo Group Ltd,2018-02-02,GERMAN STOCK EXCHANGE,88,29,11,48
Qualcomm Inc,2018-02-03,GERMAN STOCK EXCHANGE,88,11,27,50
Salesforce.com Inc,2018-02-03,GERMAN STOCK EXCHANGE,88,3,40,45
First Solar Inc,2018-02-08,GERMAN STOCK EXCHANGE,87,27,44,16
Stryker Corp,2018-02-07,GERMAN STOCK EXCHANGE,87,2,2,83
Tencent Holdings Ltd,2018-02-03,GERMAN STOCK EXCHANGE,87,15,43,29
Vertex Pharmaceuticals,2018-02-02,GERMAN STOCK EXCHANGE,87,3,47,37
Osram Licht AG,2018-02-07,GERMAN STOCK EXCHANGE,86,12,11,63
Vertex Pharmaceuticals,2018-02-05,GERMAN STOCK EXCHANGE,86,6,40,40
Bristol-Myers Squibb Co,2018-02-08,GERMAN STOCK EXCHANGE,85,6,37,42
Barclays Plc,2018-02-04,GERMAN STOCK EXCHANGE,84,8,50,26
BlackRock Inc,2018-02-04,GERMAN STOCK EXCHANGE,84,12,41,31
Nokia Oyj,2018-02-04,GERMAN STOCK EXCHANGE,84,12,49,23
Telefonica,2018-02-05,GERMAN STOCK EXCHANGE,84,42,27,15
Scotiabank,2018-02-02,GERMAN STOCK EXCHANGE,83,21,20,42
SoftBank Group Corp,2018-02-05,GERMAN STOCK EXCHANGE,83,3,55,25
Gilead Sciences,2018-02-03,GERMAN STOCK EXCHANGE,82,6,52,24
BNP Paribas,2018-02-02,GERMAN STOCK EXCHANGE,81,7,20,54
Biogen Inc,2018-02-08,GERMAN STOCK EXCHANGE,81,21,27,33
Corning Inc,2018-02-07,GERMAN STOCK EXCHANGE,81,1,6,74
Lloyds Banking Group Plc,2018-02-04,GERMAN STOCK EXCHANGE,81,49,6,26
MasterCard Inc,2018-02-03,GERMAN STOCK EXCHANGE,81,11,39,31
Micron Technology,2018-02-05,GERMAN STOCK EXCHANGE,81,1,45,35
Symantec Corp,2018-02-02,GERMAN STOCK EXCHANGE,80,11,37,32
Teva Pharmaceutical,2018-02-07,GERMAN STOCK EXCHANGE,80,7,27,46
UnitedHealth,2018-02-06,GERMAN STOCK EXCHANGE,80,34,31,15
Deutsche Telekom AG,2018-02-03,GERMAN STOCK EXCHANGE,79,1,62,16
Seagate Technology Plc,2018-02-02,GERMAN STOCK EXCHANGE,79,1,39,39
Alexion Pharmaceuticals,2018-02-05,GERMAN STOCK EXCHANGE,77,5,52,20
Check Point Software,2018-02-07,GERMAN STOCK EXCHANGE,77,11,22,44
LM Ericsson Telephone Co,2018-02-02,GERMAN STOCK EXCHANGE,77,18,20,39
Novo Nordisk A/S,2018-02-02,GERMAN STOCK EXCHANGE,77,14,17,46
Societe Generale,2018-02-05,GERMAN STOCK EXCHANGE,77,3,38,36
Tableau Software Inc,2018-02-06,GERMAN STOCK EXCHANGE,77,3,57,17
Deutsche Telekom AG,2018-02-05,GERMAN STOCK EXCHANGE,76,0,51,25
Salesforce.com Inc,2018-02-04,GERMAN STOCK EXCHANGE,76,9,31,36
American Express,2018-02-05,GERMAN STOCK EXCHANGE,75,3,29,43
Citigroup,2018-02-02,GERMAN STOCK EXCHANGE,75,17,31,27
Tableau Software Inc,2018-02-03,GERMAN STOCK EXCHANGE,75,2,43,30
Johnson & Johnson,2018-02-04,GERMAN STOCK EXCHANGE,73,4,16,53
Oracle Corp,2018-02-03,GERMAN STOCK EXCHANGE,73,5,44,24
Telefonica,2018-02-07,GERMAN STOCK EXCHANGE,73,1,19,53
Array BioPharma,2018-02-02,GERMAN STOCK EXCHANGE,72,58,1,13
Electronic Arts Inc,2018-02-04,GERMAN STOCK EXCHANGE,72,10,32,30
Eli Lilly and Company,2018-02-07,GERMAN STOCK EXCHANGE,72,9,30,33
HP Inc,2018-02-07,GERMAN STOCK EXCHANGE,72,6,41,25
Vertex Pharmaceuticals,2018-02-08,GERMAN STOCK EXCHANGE,72,3,32,37
Glu Mobile Inc,2018-02-08,GERMAN STOCK EXCHANGE,71,5,50,16
Symantec Corp,2018-02-08,GERMAN STOCK EXCHANGE,71,10,25,36
pSivida Corp,2018-02-07,GERMAN STOCK EXCHANGE,71,4,36,31
LinkedIn Corp,2018-02-02,GERMAN STOCK EXCHANGE,70,1,15,54
Sanofi,2018-02-04,GERMAN STOCK EXCHANGE,70,14,35,21
Telefonica,2018-02-06,GERMAN STOCK EXCHANGE,70,7,36,27
Tencent Holdings Ltd,2018-02-04,GERMAN STOCK EXCHANGE,70,10,32,28
UBS Group AG,2018-02-04,GERMAN STOCK EXCHANGE,70,6,49,15
Baidu Inc,2018-02-07,GERMAN STOCK EXCHANGE,69,6,27,36
GlaxoSmithKline Plc,2018-02-03,GERMAN STOCK EXCHANGE,69,10,43,16
Lenovo Group Ltd,2018-02-07,GERMAN STOCK EXCHANGE,69,34,14,21
Lenovo Group Ltd,2018-02-08,GERMAN STOCK EXCHANGE,69,35,20,14
Applied Materials Inc,2018-02-02,GERMAN STOCK EXCHANGE,68,2,39,27
Biogen Inc,2018-02-02,GERMAN STOCK EXCHANGE,68,5,42,21
Eli Lilly and Company,2018-02-02,GERMAN STOCK EXCHANGE,68,9,25,34
Novartis AG,2018-02-02,GERMAN STOCK EXCHANGE,68,6,13,49
First Solar Inc,2018-02-02,GERMAN STOCK EXCHANGE,67,4,29,34
GlaxoSmithKline Plc,2018-02-02,GERMAN STOCK EXCHANGE,67,7,28,32
Oracle Corp,2018-02-04,GERMAN STOCK EXCHANGE,67,3,42,22
Seagate Technology Plc,2018-02-05,GERMAN STOCK EXCHANGE,67,1,46,20
Visa,2018-02-08,GERMAN STOCK EXCHANGE,67,9,27,31
Amgen Inc,2018-02-04,GERMAN STOCK EXCHANGE,66,3,26,37
Deutsche Telekom AG,2018-02-07,GERMAN STOCK EXCHANGE,66,0,46,20
Gilead Sciences,2018-02-04,GERMAN STOCK EXCHANGE,66,2,31,33
GlaxoSmithKline Plc,2018-02-04,GERMAN STOCK EXCHANGE,66,6,43,17
NXP Semiconductors NV,2018-02-05,GERMAN STOCK EXCHANGE,66,5,25,36
Allianz SE,2018-02-02,GERMAN STOCK EXCHANGE,65,9,34,22
HP Enterprise,2018-02-08,GERMAN STOCK EXCHANGE,65,4,27,34
UnitedHealth,2018-02-02,GERMAN STOCK EXCHANGE,65,6,20,39
Baidu Inc,2018-02-04,GERMAN STOCK EXCHANGE,64,4,34,26
Banco Santander SA,2018-02-05,GERMAN STOCK EXCHANGE,64,5,48,11
Bristol-Myers Squibb Co,2018-02-07,GERMAN STOCK EXCHANGE,64,3,22,39
Commerzbank AG,2018-02-07,GERMAN STOCK EXCHANGE,64,11,20,33
MasterCard Inc,2018-02-08,GERMAN STOCK EXCHANGE,64,1,31,32
Bank of China Ltd,2018-02-05,GERMAN STOCK EXCHANGE,63,14,43,6
Tableau Software Inc,2018-02-04,GERMAN STOCK EXCHANGE,63,1,29,33
UBS Group AG,2018-02-02,GERMAN STOCK EXCHANGE,63,29,21,13
American Express,2018-02-02,GERMAN STOCK EXCHANGE,62,12,28,22
Eli Lilly and Company,2018-02-04,GERMAN STOCK EXCHANGE,62,0,42,20
Lenovo Group Ltd,2018-02-06,GERMAN STOCK EXCHANGE,62,21,15,26
Orange Belgium SA,2018-02-07,GERMAN STOCK EXCHANGE,62,1,31,30
Stryker Corp,2018-02-02,GERMAN STOCK EXCHANGE,62,2,32,28
Check Point Software,2018-02-05,GERMAN STOCK EXCHANGE,61,10,30,21
Merck & Co,2018-02-05,GERMAN STOCK EXCHANGE,61,18,18,25
AbbVie Inc,2018-02-03,GERMAN STOCK EXCHANGE,60,4,27,29
China Mobile Ltd,2018-02-02,GERMAN STOCK EXCHANGE,60,2,25,33
Western Digital Corp,2018-02-02,GERMAN STOCK EXCHANGE,60,6,21,33
Abbott Laboratories,2018-02-06,GERMAN STOCK EXCHANGE,59,7,11,41
Addex Therapeutics Ltd,2018-02-05,GERMAN STOCK EXCHANGE,59,1,29,29
BT Group Plc,2018-02-07,GERMAN STOCK EXCHANGE,59,17,25,17
Qiagen NV,2018-02-07,GERMAN STOCK EXCHANGE,59,11,8,40
Qiagen NV,2018-02-08,GERMAN STOCK EXCHANGE,59,1,12,46
AIG,2018-02-07,GERMAN STOCK EXCHANGE,58,2,20,36
Activision Blizzard,2018-02-05,GERMAN STOCK EXCHANGE,58,0,31,27
Advanced Micro Devices,2018-02-03,GERMAN STOCK EXCHANGE,58,30,6,22
Advanced Micro Devices,2018-02-04,GERMAN STOCK EXCHANGE,58,3,16,39
American Express,2018-02-07,GERMAN STOCK EXCHANGE,58,8,31,19
Banco Popular Espanol SA,2018-02-02,GERMAN STOCK EXCHANGE,58,3,3,52
Bayer AG,2018-02-08,GERMAN STOCK EXCHANGE,58,6,20,32
Biogen Inc,2018-02-05,GERMAN STOCK EXCHANGE,58,2,31,25
Merck & Co,2018-02-08,GERMAN STOCK EXCHANGE,58,11,21,26
Organovo Holdings,2018-02-08,GERMAN STOCK EXCHANGE,58,2,50,6
Visa,2018-02-03,GERMAN STOCK EXCHANGE,58,15,27,16
Array BioPharma,2018-02-08,GERMAN STOCK EXCHANGE,57,1,23,33
Commerzbank AG,2018-02-05,GERMAN STOCK EXCHANGE,57,6,20,31
ING Group,2018-02-08,GERMAN STOCK EXCHANGE,57,1,21,35
Indivior Plc,2018-02-08,GERMAN STOCK EXCHANGE,57,46,8,3
STMicroelectronics NV,2018-02-06,GERMAN STOCK EXCHANGE,57,0,35,22
UnitedHealth,2018-02-05,GERMAN STOCK EXCHANGE,57,18,17,22
Eli Lilly and Company,2018-02-03,GERMAN STOCK EXCHANGE,56,6,23,27
Fresenius Medical Care,2018-02-02,GERMAN STOCK EXCHANGE,56,11,10,35
SoftBank Group Corp,2018-02-03,GERMAN STOCK EXCHANGE,56,3,40,13
Deutsche Telekom AG,2018-02-06,GERMAN STOCK EXCHANGE,55,0,31,24
JinkoSolar,2018-02-08,GERMAN STOCK EXCHANGE,55,3,46,6
Merck KGaA,2018-02-02,GERMAN STOCK EXCHANGE,55,8,40,7
UnitedHealth,2018-02-08,GERMAN STOCK EXCHANGE,55,6,23,26
American Express,2018-02-03,GERMAN STOCK EXCHANGE,54,5,20,29
Celgene,2018-02-03,GERMAN STOCK EXCHANGE,54,2,19,33
Munich Re,2018-02-08,GERMAN STOCK EXCHANGE,54,32,13,9
Stryker Corp,2018-02-03,GERMAN STOCK EXCHANGE,54,2,23,29
Symantec Corp,2018-02-03,GERMAN STOCK EXCHANGE,54,14,26,14
Symantec Corp,2018-02-06,GERMAN STOCK EXCHANGE,54,6,22,26
Tableau Software Inc,2018-02-05,GERMAN STOCK EXCHANGE,54,2,21,31
AIG,2018-02-06,GERMAN STOCK EXCHANGE,53,11,22,20
AstraZeneca Plc,2018-02-04,GERMAN STOCK EXCHANGE,53,7,25,21
China Construction Bank,2018-02-06,GERMAN STOCK EXCHANGE,53,26,18,9
Merck & Co,2018-02-07,GERMAN STOCK EXCHANGE,53,1,17,35
NXP Semiconductors NV,2018-02-06,GERMAN STOCK EXCHANGE,53,1,10,42
Shire Plc,2018-02-06,GERMAN STOCK EXCHANGE,53,15,20,18
UnitedHealth,2018-02-07,GERMAN STOCK EXCHANGE,53,5,16,32
Western Digital Corp,2018-02-06,GERMAN STOCK EXCHANGE,53,4,20,29
Zurich Insurance Group AG,2018-02-05,GERMAN STOCK EXCHANGE,53,46,3,4
AIG,2018-02-02,GERMAN STOCK EXCHANGE,52,13,25,14
Addex Therapeutics Ltd,2018-02-07,GERMAN STOCK EXCHANGE,52,0,21,31
Indivior Plc,2018-02-02,GERMAN STOCK EXCHANGE,52,0,32,20
BNP Paribas,2018-02-07,GERMAN STOCK EXCHANGE,51,5,23,23
Groupon Inc,2018-02-05,GERMAN STOCK EXCHANGE,51,4,29,18
HP Inc,2018-02-08,GERMAN STOCK EXCHANGE,51,4,34,13
UnitedHealth,2018-02-03,GERMAN STOCK EXCHANGE,51,5,9,37
Vertex Pharmaceuticals,2018-02-04,GERMAN STOCK EXCHANGE,51,4,27,20
HP Enterprise,2018-02-07,GERMAN STOCK EXCHANGE,50,2,20,28
ICBC,2018-02-05,GERMAN STOCK EXCHANGE,50,20,11,19
LM Ericsson Telephone Co,2018-02-03,GERMAN STOCK EXCHANGE,50,5,7,38
Lloyds Banking Group Plc,2018-02-08,GERMAN STOCK EXCHANGE,50,18,16,16
MasterCard Inc,2018-02-04,GERMAN STOCK EXCHANGE,50,9,16,25
Commerzbank AG,2018-02-02,GERMAN STOCK EXCHANGE,49,0,21,28
Eli Lilly and Company,2018-02-05,GERMAN STOCK EXCHANGE,48,3,17,28
Shire Plc,2018-02-08,GERMAN STOCK EXCHANGE,48,2,13,33
Snap Inc,2018-02-04,GERMAN STOCK EXCHANGE,48,19,18,11
Stryker Corp,2018-02-08,GERMAN STOCK EXCHANGE,48,1,19,28
Applied Materials Inc,2018-02-08,GERMAN STOCK EXCHANGE,47,0,24,23
Baxter International Inc,2018-02-02,GERMAN STOCK EXCHANGE,47,0,21,26
Check Point Software,2018-02-08,GERMAN STOCK EXCHANGE,47,8,14,25
Electronic Arts Inc,2018-02-08,GERMAN STOCK EXCHANGE,47,1,6,40
GoPro,2018-02-07,GERMAN STOCK EXCHANGE,47,18,17,12
Micron Technology,2018-02-08,GERMAN STOCK EXCHANGE,47,1,16,30
Nuance Inc,2018-02-08,GERMAN STOCK EXCHANGE,47,1,31,15
Osram Licht AG,2018-02-03,GERMAN STOCK EXCHANGE,47,0,8,39
Stryker Corp,2018-02-05,GERMAN STOCK EXCHANGE,47,1,20,26
pSivida Corp,2018-02-08,GERMAN STOCK EXCHANGE,47,9,23,15
Activision Blizzard,2018-02-07,GERMAN STOCK EXCHANGE,46,2,21,23
Commerzbank AG,2018-02-06,GERMAN STOCK EXCHANGE,46,3,31,12
Corning Inc,2018-02-08,GERMAN STOCK EXCHANGE,46,0,7,39
Identiv Inc,2018-02-06,GERMAN STOCK EXCHANGE,46,0,9,37
Merck & Co,2018-02-04,GERMAN STOCK EXCHANGE,46,4,27,15
Merck & Co,2018-02-06,GERMAN STOCK EXCHANGE,46,5,19,22
Qiagen NV,2018-02-06,GERMAN STOCK EXCHANGE,46,19,7,20
Shire Plc,2018-02-05,GERMAN STOCK EXCHANGE,46,2,15,29
Symantec Corp,2018-02-04,GERMAN STOCK EXCHANGE,46,4,27,15
Danaher Corp,2018-02-05,GERMAN STOCK EXCHANGE,45,0,14,31
Deutsche Boerse AG,2018-02-06,GERMAN STOCK EXCHANGE,45,2,20,23
EQS Group AG,2018-02-08,GERMAN STOCK EXCHANGE,45,0,20,25
Lloyds Banking Group Plc,2018-02-02,GERMAN STOCK EXCHANGE,45,9,12,24
Banco Santander SA,2018-02-06,GERMAN STOCK EXCHANGE,44,3,27,14
Banco Santander SA,2018-02-07,GERMAN STOCK EXCHANGE,44,7,26,11
UnitedHealth,2018-02-04,GERMAN STOCK EXCHANGE,44,2,15,27
BT Group Plc,2018-02-08,GERMAN STOCK EXCHANGE,43,12,20,11
Celgene,2018-02-04,GERMAN STOCK EXCHANGE,43,5,11,27
NXP Semiconductors NV,2018-02-07,GERMAN STOCK EXCHANGE,43,2,11,30
Seagate Technology Plc,2018-02-03,GERMAN STOCK EXCHANGE,43,0,20,23
SoftBank Group Corp,2018-02-04,GERMAN STOCK EXCHANGE,43,1,39,3
Abbott Laboratories,2018-02-02,GERMAN STOCK EXCHANGE,42,4,10,28
Abbott Laboratories,2018-02-05,GERMAN STOCK EXCHANGE,42,1,16,25
Commerzbank AG,2018-02-04,GERMAN STOCK EXCHANGE,42,2,8,32
Fitbit Inc,2018-02-03,GERMAN STOCK EXCHANGE,42,9,15,18
LM Ericsson Telephone Co,2018-02-06,GERMAN STOCK EXCHANGE,42,16,15,11
Qiagen NV,2018-02-02,GERMAN STOCK EXCHANGE,42,4,16,22
Seagate Technology Plc,2018-02-07,GERMAN STOCK EXCHANGE,42,5,9,28
AIG,2018-02-05,GERMAN STOCK EXCHANGE,41,8,23,10
Applied Materials Inc,2018-02-04,GERMAN STOCK EXCHANGE,41,0,17,24
CGI Group,2018-02-02,GERMAN STOCK EXCHANGE,41,1,28,12
Danaher Corp,2018-02-08,GERMAN STOCK EXCHANGE,41,2,7,32
Eli Lilly and Company,2018-02-08,GERMAN STOCK EXCHANGE,41,4,11,26
STMicroelectronics NV,2018-02-05,GERMAN STOCK EXCHANGE,41,0,12,29
SunPower Corp,2018-02-08,GERMAN STOCK EXCHANGE,41,22,13,6
Banco Santander SA,2018-02-04,GERMAN STOCK EXCHANGE,40,3,21,16
Danaher Corp,2018-02-04,GERMAN STOCK EXCHANGE,40,3,9,28
Fitbit Inc,2018-02-07,GERMAN STOCK EXCHANGE,40,4,23,13
Illumina Inc,2018-02-02,GERMAN STOCK EXCHANGE,40,3,16,21
Jenoptik AG,2018-02-06,GERMAN STOCK EXCHANGE,40,7,13,20
ASML Holding NV,2018-02-07,GERMAN STOCK EXCHANGE,39,2,25,12
ASML Holding NV,2018-02-08,GERMAN STOCK EXCHANGE,39,1,18,20
Activision Blizzard,2018-02-03,GERMAN STOCK EXCHANGE,39,1,19,19
Alexion Pharmaceuticals,2018-02-07,GERMAN STOCK EXCHANGE,39,1,26,12
Biogen Inc,2018-02-06,GERMAN STOCK EXCHANGE,39,0,17,22
Commonwealth Bank,2018-02-05,GERMAN STOCK EXCHANGE,39,12,11,16
HP Inc,2018-02-04,GERMAN STOCK EXCHANGE,39,2,24,13
HP Inc,2018-02-06,GERMAN STOCK EXCHANGE,39,2,11,26
Infineon Technologies AG,2018-02-07,GERMAN STOCK EXCHANGE,39,0,20,19
Munich Re,2018-02-07,GERMAN STOCK EXCHANGE,39,12,10,17
Scotiabank,2018-02-08,GERMAN STOCK EXCHANGE,39,4,25,10
Abbott Laboratories,2018-02-08,GERMAN STOCK EXCHANGE,38,2,9,27
American Express,2018-02-04,GERMAN STOCK EXCHANGE,38,2,12,24
BT Group Plc,2018-02-04,GERMAN STOCK EXCHANGE,38,2,17,19
BT Group Plc,2018-02-05,GERMAN STOCK EXCHANGE,38,3,11,24
Commerzbank AG,2018-02-03,GERMAN STOCK EXCHANGE,38,0,7,31
Danaher Corp,2018-02-03,GERMAN STOCK EXCHANGE,38,0,19,19
Electronic Arts Inc,2018-02-07,GERMAN STOCK EXCHANGE,38,2,18,18
Fitbit Inc,2018-02-05,GERMAN STOCK EXCHANGE,38,0,18,20
GoPro,2018-02-06,GERMAN STOCK EXCHANGE,38,35,2,1
Activision Blizzard,2018-02-06,GERMAN STOCK EXCHANGE,37,3,15,19
Bristol-Myers Squibb Co,2018-02-02,GERMAN STOCK EXCHANGE,37,0,11,26
Merck & Co,2018-02-03,GERMAN STOCK EXCHANGE,37,5,12,20
STMicroelectronics NV,2018-02-07,GERMAN STOCK EXCHANGE,37,0,17,20
Software AG,2018-02-06,GERMAN STOCK EXCHANGE,37,5,12,20
Xilinx Inc,2018-02-03,GERMAN STOCK EXCHANGE,37,0,15,22
iRobot Corporation,2018-02-03,GERMAN STOCK EXCHANGE,37,0,34,3
AbbVie Inc,2018-02-04,GERMAN STOCK EXCHANGE,36,0,13,23
Addex Therapeutics Ltd,2018-02-02,GERMAN STOCK EXCHANGE,36,0,18,18
Alexion Pharmaceuticals,2018-02-06,GERMAN STOCK EXCHANGE,36,1,21,14
Danaher Corp,2018-02-02,GERMAN STOCK EXCHANGE,36,1,14,21
Diebold Nixdorf Inc,2018-02-07,GERMAN STOCK EXCHANGE,36,0,15,21
HP Inc,2018-02-02,GERMAN STOCK EXCHANGE,36,3,9,24
Hannover Rueck SE,2018-02-07,GERMAN STOCK EXCHANGE,36,3,8,25
Illumina Inc,2018-02-08,GERMAN STOCK EXCHANGE,36,1,10,25
LinkedIn Corp,2018-02-03,GERMAN STOCK EXCHANGE,36,0,6,30
Societe Generale,2018-02-02,GERMAN STOCK EXCHANGE,36,4,7,25
Tableau Software Inc,2018-02-07,GERMAN STOCK EXCHANGE,36,5,11,20
Telefonica,2018-02-08,GERMAN STOCK EXCHANGE,36,0,22,14
Abbott Laboratories,2018-02-07,GERMAN STOCK EXCHANGE,35,4,9,22
Illumina Inc,2018-02-06,GERMAN STOCK EXCHANGE,35,2,15,18
Novartis AG,2018-02-03,GERMAN STOCK EXCHANGE,35,5,7,23
Stryker Corp,2018-02-04,GERMAN STOCK EXCHANGE,35,0,12,23
Applied Materials Inc,2018-02-07,GERMAN STOCK EXCHANGE,34,0,16,18
Bank of China Ltd,2018-02-06,GERMAN STOCK EXCHANGE,34,24,10,0
